Currency_Code,Currency_Description," Number of FCEs
 ",National_Average_Unit_Cost,Total Costs,No. Data Submissions,
LB13D,Major Endoscopic Bladder Procedures with CC Score 5-6,"1,860",2675.00,4974828.00,125,"£23,271.94"
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,"8,090",2359.00,19081985.00,128,"£66,866.29"
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,"9,295",2180.00,20263578.00,128,"£151,434.03"
LB14Z,Intermediate Endoscopic Bladder Procedures,"7,449",1546.00,11514435.00,132,"£5,345,761.57"
LB15D,"Minor Bladder Procedures, 18 years and under",339,1041.00,352771.00,38,"£5,432,016.09"
LB15E,"Minor Bladder Procedures, 19 years and over","2,878",891.00,2565578.00,134,"£569,153.26"
LB16D,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 7+",41,3936.00,161389.00,25,"£945,685.66"
LB16E,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6",136,2589.00,352141.00,72,"£102,194.74"
LB16F,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 0-2",182,2216.00,403276.00,79,"£166,610.88"
LB16G,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",11,1693.00,18627.00,8,"£373,176.16"
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",15,2165.00,32481.00,12,"£83,472.61"
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",89,1035.00,92132.00,49,"£47,658.91"
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",99,801.00,79258.00,45,"£39,064.82"
LB17Z,Introduction of Therapeutic Substance into Bladder,"1,790",176.00,314842.00,64,"£5,366,637.86"
LB18Z,Attention to Suprapubic Bladder Catheter,370,1136.00,420316.00,99,"£4,054,434.85"
LB19C,"Ureteric or Bladder Disorders, with Interventions, with CC Score 4+",340,2965.00,1008154.00,100,"£1,851,310.68"
LB19D,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3",542,2653.00,1437832.00,105,"£277,660.10"
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",112,1963.00,219853.00,51,"£1,807,457.21"
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",149,1150.00,171358.00,63,"£931,586.94"
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",147,616.00,90568.00,48,"£3,870,004.66"
LB20C,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 4+",113,4053.00,457981.00,65,"£653,604.74"
LB20D,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3",103,3185.00,328082.00,61,"£1,168,690.66"
LB20E,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",28,3074.00,86067.00,22,"£231,232.71"
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",96,1341.00,128734.00,45,"£834,056.08"
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",40,824.00,32950.00,27,"£1,173,082.79"
LB21A,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 2+",306,5904.00,1806760.00,67,"£2,661,869.22"
LB21B,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",546,5952.00,3249787.00,69,"£1,185,313.85"
LB22Z,"Major Laparoscopic, Prostate or Bladder Neck Procedures (Male)",480,7031.00,3374889.00,31,"£499,177.05"
LB25D,Transurethral Prostate Resection Procedures with CC Score 6+,"1,089",3684.00,4011614.00,121,"£5,858,426.61"
LB25E,Transurethral Prostate Resection Procedures with CC Score 3-5,"4,146",3122.00,12944911.00,124,"£354,547.01"
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2,"11,211",3029.00,33953168.00,125,"£2,720,756.05"
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",890,2118.00,1884848.00,120,"£806,639.10"
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1","2,026",1904.00,3856954.00,119,"£131,255.71"
LB28C,"Non-Malignant Prostate Disorders with Interventions, with CC Score 4+",103,2741.00,282334.00,56,"£2,025,162.71"
LB28D,"Non-Malignant Prostate Disorders with Interventions, with CC Score 0-3",163,2536.00,413338.00,79,"£118,265.33"
LB28E,"Non-Malignant Prostate Disorders without Interventions, with CC Score 6+",60,1257.00,75449.00,34,"£601,694.76"
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",135,961.00,129679.00,54,"£126,703.80"
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",456,841.00,383294.00,90,"£1,575,548.25"
LB29A,"Major Open Urethra Procedures, 19 years and over",772,4728.00,3650221.00,86,"£1,488,596.80"
LB29C,"Major Open Urethra Procedures, between 2 and 18 years",549,3975.00,2182372.00,40,"£2,682,412.92"
LB29D,"Major Open Urethra Procedures, 1 year and under",393,3781.00,1486121.00,34,"£4,465,107.75"
LB33Z,Vasectomy Procedures,60,1754.00,105259.00,32,"£9,093,170.28"
LB35C,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",118,5175.00,610695.00,57,"£581,174.48"
LB35D,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1",96,3666.00,351944.00,57,"£1,249,909.49"
LB35E,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 6+",107,4237.00,453319.00,29,"£3,080,164.33"
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",275,2572.00,707279.00,43,"£5,459,543.58"
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",666,2254.00,1501466.00,58,"£8,755,620.94"
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",413,1418.00,585559.00,59,"£7,384,749.55"
LB36Z,Extracorporeal Lithotripsy,798,492.00,393003.00,50,"£17,949,176.20"
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,78,2074.00,161760.00,48,"£1,019,886.76"
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,150,1404.00,210638.00,58,"£2,600,251.10"
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,123,1166.00,143362.00,62,"£2,162,682.27"
LB38C,"Unspecified Haematuria with Interventions, with CC Score 7+",50,2866.00,143284.00,34,"£5,990,736.52"
LB38D,"Unspecified Haematuria with Interventions, with CC Score 3-6",84,2680.00,225114.00,52,"£11,717,452.76"
LB38E,"Unspecified Haematuria with Interventions, with CC Score 0-2",102,2187.00,223106.00,59,"£1,708,136.85"
LB38F,"Unspecified Haematuria without Interventions, with CC Score 8+",11,1432.00,15754.00,10,"£2,802,982.24"
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",53,1072.00,56821.00,35,"£18,603,518.53"
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3",114,1041.00,118665.00,51,"£1,062,259.60"
LB39C,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 3+",342,13032.00,4456880.00,45,"£8,343,744.56"
LB39D,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 0-2",332,10416.00,3458100.00,47,"£9,710,210.43"
LB40C,"Urinary Tract Stone Disease with Interventions, with CC Score 3+",181,4202.00,760494.00,74,"£1,941,418.74"
LB40D,"Urinary Tract Stone Disease with Interventions, with CC Score 0-2",235,3545.00,833067.00,84,"£1,869,666.49"
LB40E,"Urinary Tract Stone Disease without Interventions, with CC Score 6+",55,2059.00,113248.00,33,"£34,828,855.54"
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",140,1280.00,179165.00,58,"£2,997,773.98"
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",466,908.00,423032.00,95,"£2,643,737.14"
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over",80,698.00,55851.00,15,"£3,283,772.35"
LB42D,"Dynamic Studies of Urinary Tract, 18 years and under",69,1044.00,72036.00,15,"£7,647,504.02"
LB43Z,Treatment of Erectile Dysfunction,81,621.00,50335.00,8,"£252,441.14"
LB46Z,Live Donation of Kidney,652,7358.00,4797397.00,19,"£102,469.74"
LB47Z,Major Open Penis Procedures,606,5536.00,3354650.00,48,"£1,656,215.09"
LB48Z,Intermediate Open Penis Procedures,587,3638.00,2135559.00,78,"£2,690,472.96"
LB50Z,Implantation of Artificial Urinary Sphincter (Male and Female),394,4702.00,1852552.00,37,"£4,173,924.49"
LB51A,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+",77,3269.00,251746.00,50,"£766,353.12"
LB51B,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1",198,2761.00,546762.00,74,"£3,564,466.17"
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",200,5043.00,1008509.00,90,"£155,718.58"
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1",348,3448.00,1199921.00,111,"£1,010,117.44"
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under",117,2738.00,320387.00,36,"£681,030.90"
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",339,2822.00,956517.00,109,"£1,517,851.20"
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0",382,2498.00,954277.00,94,"£3,811,476.27"
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over","1,027",2171.00,2229672.00,121,"£7,634,567.78"
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years",542,2408.00,1305103.00,85,"£13,648,170.11"
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",171,2481.00,424304.00,33,"£2,440,422.54"
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over","3,918",1533.00,6004357.00,128,"£13,267,474.37"
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under",171,2047.00,350043.00,41,"£1,793,255.15"
LB56A,"Minor Penis Procedures, 19 years and over","1,410",1879.00,2649118.00,123,"£13,625,170.96"
LB56C,"Minor Penis Procedures, between 2 and 18 years",490,1706.00,835887.00,83,"£3,016,603.58"
LB56D,"Minor Penis Procedures, 1 year and under",64,2046.00,130967.00,24,"£4,738,990.31"
LB57C,Urethral Disorders with Interventions,527,2851.00,1502476.00,109,"£10,120,882.98"
LB57D,Urethral Disorders without Interventions,130,1225.00,159187.00,54,"£2,638,464.35"
LB58C,Penile Disorders with Interventions,153,3138.00,480176.00,71,"£7,426,754.78"
LB58D,Penile Disorders without Interventions,126,1686.00,212465.00,45,"£68,019,400.55"
LB59Z,"Major, Open or Laparoscopic, Bladder Neck Procedures (Female)",935,4415.00,4128153.00,94,"£9,474,914.71"
LB60C,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 7+",216,12904.00,2787331.00,71,"£31,778,486.17"
LB60D,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 4-6",471,8764.00,4127649.00,91,"£3,173,883.40"
LB60E,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 2-3",987,7870.00,7767871.00,103,"£5,973,220.08"
LB60F,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1","1,772",7249.00,12845711.00,110,"£2,271,010.96"
LB61C,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 10+",91,11460.00,1042879.00,47,"£6,985,242.73"
LB61D,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 7-9",167,8781.00,1466446.00,61,"£1,322,876.70"
LB61E,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6",525,7508.00,3941660.00,88,"£154,753.66"
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3",775,6741.00,5224627.00,106,"£2,425,415.47"
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1","1,003",6586.00,6605299.00,106,"£471,180.61"
LB62C,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3+","1,563",7097.00,11092607.00,100,"£3,913,237.87"
LB62D,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2","2,798",6320.00,17682575.00,104,"£262,641.07"
LB63C,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 2+",157,7657.00,1202214.00,24,"£51,746.24"
LB63D,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 0-1",468,5978.00,2797700.00,32,"£1,768,801.96"
LB64C,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",931,4136.00,3850354.00,115,"£2,178,150.38"
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4","2,321",3387.00,7861956.00,117,"£811,208.53"
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1","3,510",3100.00,10881108.00,118,"£268,044.00"
LB65C,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",671,3616.00,2426041.00,115,"£4,869,172.26"
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4","1,206",3118.00,3760622.00,120,"£12,434,740.76"
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2","5,110",2871.00,14668553.00,123,"£14,656,632.73"
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",240,5417.00,1300086.00,51,"£1,267,652.07"
LB67C,Complex Open Bladder Procedures with CC Score 3+,"1,008",14359.00,14473407.00,95,"£6,633,993.49"
LB67D,Complex Open Bladder Procedures with CC Score 0-2,884,11248.00,9943362.00,91,"£4,874,453.43"
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+,590,4606.00,2717606.00,115,"£3,980,781.35"
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2,588,3232.00,1900444.00,118,"£1,217,357.59"
LB69Z,"Major Robotic, Prostate or Bladder Neck Procedures (Male)","7,962",7856.00,62550174.00,47,"£3,375,796.63"
LB70C,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+","1,121",3611.00,4048364.00,119,"£846,767.91"
LB70D,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",829,3087.00,2559499.00,117,"£160,535.53"
LB71Z,Total Pelvic Exenteration,300,19609.00,5882830.00,48,"£144,732.06"
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over","3,936",1318.00,5189075.00,129,"£201,270.55"
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under",122,1808.00,220596.00,27,£629.00
LB73Z,Diagnostic Flexible Cystoscopy using Photodynamic Fluorescence,27,1522.00,41096.00,11,"£74,771.27"
LB74Z,Implantation of Penile Prosthesis,424,4451.00,1887137.00,26,"£58,699.86"
LB75A,Percutaneous Nephrolithotomy with CC Score 2+,516,6077.00,3135740.00,86,"£53,031.85"
LB75B,Percutaneous Nephrolithotomy with CC Score 0-1,756,5308.00,4012558.00,89,"£693,565.00"
LB76Z,Transrectal Ultrasound Guided Biopsy of Prostate,602,1111.00,668641.00,80,"£486,485.84"
LB77Z,Transperineal Template Biopsy of Prostate,"2,724",1908.00,5196068.00,105,"£691,586.16"
LB78Z,Minor Prostate or Bladder Neck Procedures (Male),71,1323.00,93919.00,32,"£1,188,218.85"
LB79Z,Insertion of Neurostimulator for Treatment of Urinary Incontinence,107,3219.00,344430.00,12,"£586,534.94"
LB80Z,Insertion of Neurostimulator Electrodes for Treatment of Urinary Incontinence,60,2795.00,167698.00,11,"£543,746.57"
LB81Z,Complex Open Urethra Procedures,281,4758.00,1337059.00,40,"£1,054,899.94"
MA01Z,"Complex Open, Upper or Lower Genital Tract Procedures",205,6681.00,1369569.00,63,"£1,312,572.12"
MA02A,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 4+",801,7359.00,5894269.00,119,"£2,079,926.33"
MA02B,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 2-3","1,551",5693.00,8830268.00,130,"£60,095.98"
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1","2,316",5046.00,11686209.00,131,"£527,833.82"
MA03C,Major Open Lower Genital Tract Procedures with CC Score 3+,764,3596.00,2747379.00,122,"£443,999.55"
MA03D,Major Open Lower Genital Tract Procedures with CC Score 0-2,"3,210",3154.00,10122988.00,130,"£944,819.14"
MA04C,Intermediate Open Lower Genital Tract Procedures with CC Score 3+,881,2829.00,2491953.00,121,"£4,123,403.53"
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,"4,717",2485.00,11720553.00,133,"£260,652.20"
MA06A,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 4+",782,5686.00,4446220.00,114,"£469,577.54"
MA06B,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-3","1,367",4813.00,6579035.00,130,"£1,726,393.83"
MA06C,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1","2,449",4299.00,10528410.00,131,"£56,689.70"
MA07E,Major Open Upper Genital Tract Procedures with CC Score 5+,572,6343.00,3628333.00,122,"£8,233.47"
MA07F,Major Open Upper Genital Tract Procedures with CC Score 3-4,"1,632",4991.00,8144579.00,128,"£28,286.48"
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,"13,362",4338.00,57970266.00,134,"£2,124,194.10"
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+","3,953",4453.00,17602379.00,134,"£81,697.02"
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1","9,124",4000.00,36495539.00,134,"£25,957.59"
MA09A,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",230,3462.00,796276.00,92,"£101,436.22"
MA09B,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1","1,216",2878.00,3499086.00,129,"£44,409.43"
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","3,302",2276.00,7514824.00,131,"£167,147.26"
MA11Z,Intermediate Open Upper Genital Tract Procedures,518,3815.00,1976266.00,119,"£130,756.34"
MA12Z,Resection or Ablation Procedures for Intrauterine Lesions,"3,111",1853.00,5765639.00,128,"£533,020.74"
